ticker,cik,name,sector,sub_industry,ig_name,index_tenure_y,adv_usd,mom_12_1,dd_52w,ret_12m,roic_years,fcf_pos_years,gm,fcf_margin,roic,rev_cagr5,fcf_cagr5,gm_ttm,fcf_margin_ttm,brake_gm,brake_fcf_margin,brake_roic,dq_flags,price,shares_cover,mktcap,ev,ic,stack,revenue_ttm,ebit_ttm,fcf_ttm,fcf_adj_ttm,ebitda_ttm,ni_ttm,nopat_ttm,t_eff,roic_ttm,ev_ebit,ev_fcf,fcf_yield,pe_ttm,fcf_ni,nd_ebitda,goodwill,intangibles,goodwill_share_ic,ev_fcf_self_pct,ev_fcf_self_z,ev_fcf_self_ratio,ev_fcf_self_n,gate_fail_reasons,gates_pass,input_coverage,peer_level,peer_set,pct_roic,pct_fcf_margin,pct_gm,pct_roic_years,pct_fcf_pos_years,pct_fcf_ni,pct_nd_ebitda,pct_ev_ebit,pct_mom_sector,quality_weight_used,quality_score,quality_component_values,cheapness_score,quality_floor_pass,residual,residual_fitted,residual_pct,composite,flag_derated_quality,evidence_derated,flag_beaten_but_delivering,evidence_beaten
EQT,33213,EQT Corporation,Energy,Oil & Gas Exploration & Production,Energy,3.9397672826830936,361493816.2054677,0.08090917177512957,-0.1947826881293936,0.07395737880353992,1.0,9.0,,0.18301839434077882,0.07810968913478553,0.26673595375868553,0.4177006151182334,,0.3863223019934941,,2.110838658513007,1.1557025688113116,,54.06999969482422,625516000.0,33821649929.107666,43434487929.107666,34871714000.0,9612838000.0,9535318000.0,4049329000.0,3758333000.0,3683706000.0,6749857000.0,2711615000.0,3147924314.952893,0.22260593916846647,0.09027156838212463,10.726342050524337,11.790975699229978,0.08481062343850866,12.472880526589382,1.3860127636113533,0.8901398948155494,2062462000.0,193100000.0,0.06468170735743015,29.795918367346943,-0.03144495490427131,0.6303659604657229,245.0,[],True,0.9,market,MARKET,26.666666666666668,94.11764705882352,,12.5,25.0,72.22222222222221,61.11111111111111,77.77777777777777,100.0,0.9999999999999999,52.419526143790854,"{'profitability': 60.4, 'consistency': 18.8, 'accounting': 72.2, 'balance': 61.1}",73.48240271782711,False,-0.6424638063899368,22.416521949825658,,62.95096443080898,False,"{""floor"": false, ""depressed_arms"": {""self_pct"": false, ""self_z"": false, ""median_ratio"": true}, ""yield_arm"": true, ""residual_arm"": false, ""brakes"": {""gm"": false, ""fcf_margin"": true, ""roic"": true}, ""self_pct"": 29.795918367346943, ""self_z"": -0.03144495490427131, ""median_ratio"": 0.6303659604657229, ""fcf_yield"": 0.08481062343850866, ""yield_threshold"": 0.0483, ""gs10"": 0.0483, ""residual_pct"": null, ""brake_values"": {""gm"": null, ""fcf_margin"": 2.110838658513007, ""roic"": 1.1557025688113116}}",False,"{""floor"": false, ""mom_sector_pct"": 100.0, ""eps_rev_proxy"": null}"
DLTR,935703,Dollar Tree,Consumer Staples,Consumer Staples Merchandise Retail,Consumer Staples Distribution and Retail,14.729637234770705,342164583.222703,0.32775785984242023,-0.15562700431749055,0.21262187654770237,2.0,10.0,0.3495958375040161,0.044157082398457184,0.09459558989745447,-0.0533172843938553,-0.10278720660484053,0.35166638403144235,0.09526968388081439,1.0059226864433202,2.157517632644657,1.7475721453456945,,118.16999816894531,187630299.0,22172272089.26866,28784972089.26866,10038000000.0,6612700000.0,20049400000.0,2201400000.0,1978100000.0,1910100000.0,2849500000.0,1612500000.0,1659408059.2564988,0.24620329823907575,0.165312617977336,13.075757285940156,15.06987701652723,0.06635754219515486,13.750246256910797,1.2267286821705425,2.3206527460958064,422100000.0,2150000000.0,0.25623630205220166,0.40816326530612246,-0.12959733673848556,0.22380843769985356,245.0,"['rev_cagr5 gate', 'fcf_cagr5 gate']",False,1.0,market,MARKET,33.33333333333333,29.411764705882355,44.44444444444444,25.0,66.66666666666666,44.44444444444444,27.777777777777786,66.66666666666667,66.66666666666666,0.9999999999999999,39.203431372549026,"{'profitability': 35.7, 'consistency': 45.8, 'accounting': 44.4, 'balance': 27.8}",76.37785089384057,False,-0.39897277884465954,22.458532990473433,,57.7906411331948,False,"{""floor"": false, ""depressed_arms"": {""self_pct"": true, ""self_z"": false, ""median_ratio"": true}, ""yield_arm"": true, ""residual_arm"": false, ""brakes"": {""gm"": true, ""fcf_margin"": true, ""roic"": true}, ""self_pct"": 0.40816326530612246, ""self_z"": -0.12959733673848556, ""median_ratio"": 0.22380843769985356, ""fcf_yield"": 0.06635754219515486, ""yield_threshold"": 0.0483, ""gs10"": 0.0483, ""residual_pct"": null, ""brake_values"": {""gm"": 1.0059226864433202, ""fcf_margin"": 2.157517632644657, ""roic"": 1.7475721453456945}}",False,"{""floor"": false, ""mom_sector_pct"": 66.66666666666666, ""eps_rev_proxy"": null}"
RSG,1060391,Republic Services,Industrials,Environmental & Facilities Services,Commercial and Professional Services,17.765913757700204,307982245.83918035,-0.04943779889922806,-0.030405406751797592,-0.013887460881414682,3.0,10.0,,0.1269890658754349,0.09658821431055244,0.1031904727551265,0.13534847394906713,,0.15446095553845243,,1.2163327171015261,1.1366463408611134,,222.74000549316406,306212978.0,68205880401.79813,82328880401.79813,26155000000.0,14123000000.0,16891000000.0,3368000000.0,2653000000.0,2609000000.0,5234000000.0,2185883000.0,2871469578.783151,0.14742589703588144,0.10978664036639844,24.444441924524384,31.555722653046427,0.031689973035792886,31.20289622170909,1.213697164944327,2.6981276270538785,17186000000.0,707000000.0,0.6841139361498757,19.230769230769234,-0.8932778153372,0.9073738576413967,260.0,[],True,0.9,market,MARKET,40.0,70.58823529411765,,40.625,66.66666666666666,38.88888888888889,16.666666666666657,16.666666666666657,33.33333333333333,0.9999999999999999,47.73825571895426,"{'profitability': 55.3, 'consistency': 53.6, 'accounting': 38.9, 'balance': 16.7}",42.742286028384925,False,0.33988050531158454,22.463110959842464,,45.24027087366959,False,"{""floor"": false, ""depressed_arms"": {""self_pct"": true, ""self_z"": false, ""median_ratio"": false}, ""yield_arm"": false, ""residual_arm"": false, ""brakes"": {""gm"": false, ""fcf_margin"": true, ""roic"": true}, ""self_pct"": 19.230769230769234, ""self_z"": -0.8932778153372, ""median_ratio"": 0.9073738576413967, ""fcf_yield"": 0.031689973035792886, ""yield_threshold"": 0.0483, ""gs10"": 0.0483, ""residual_pct"": null, ""brake_values"": {""gm"": null, ""fcf_margin"": 1.2163327171015261, ""roic"": 1.1366463408611134}}",False,"{""floor"": false, ""mom_sector_pct"": 33.33333333333333, ""eps_rev_proxy"": null}"
BBY,764478,Best Buy,Consumer Discretionary,Computer & Electronics Retail,Consumer Discretionary Distribution and Retail,27.20328542094456,301914376.59877247,0.2025903712439363,0.0,0.2635409823255799,,10.0,0.22215726981438438,0.026280750494786436,,-0.024772266419715416,-0.21476938825639136,,,,,,,90.80000305175781,209727698.0,19043275618.43814,20999275618.43814,5139000000.0,1956000000.0,,1710000000.0,1768000000.0,1630000000.0,2508000000.0,1272000000.0,,,,12.28027813943751,12.882991176955915,0.07762172513078497,14.971128630847595,1.389937106918239,0.7799043062200957,790000000.0,18000000.0,0.15722903288577544,23.46153846153846,-0.5445826094074872,0.8052883037657669,260.0,"['rev_cagr5 gate', 'fcf_cagr5 gate']",False,0.8,market,MARKET,,17.647058823529413,33.33333333333333,,66.66666666666666,77.77777777777779,72.22222222222223,72.22222222222223,100.0,0.9999999999999999,50.915032679738566,"{'profitability': 25.5, 'consistency': 66.7, 'accounting': 77.8, 'balance': 72.2}",72.01200773531393,False,,,,61.463520207526244,False,"{""floor"": false, ""depressed_arms"": {""self_pct"": false, ""self_z"": false, ""median_ratio"": false}, ""yield_arm"": true, ""residual_arm"": false, ""brakes"": {""gm"": false, ""fcf_margin"": false, ""roic"": false}, ""self_pct"": 23.46153846153846, ""self_z"": -0.5445826094074872, ""median_ratio"": 0.8052883037657669, ""fcf_yield"": 0.07762172513078497, ""yield_threshold"": 0.0483, ""gs10"": 0.0483, ""residual_pct"": null, ""brake_values"": {""gm"": null, ""fcf_margin"": null, ""roic"": null}}",False,"{""floor"": false, ""mom_sector_pct"": 100.0, ""eps_rev_proxy"": null}"
GEHC,1932393,GE HealthCare,Health Care,Health Care Equipment,Health Care Equipment and Services,3.685147159479808,278449725.0560478,-0.03414112103355649,-0.2667594217508047,-0.1620660010673881,4.0,5.0,0.4043097433798857,0.07797945144186538,0.1205654516473139,,,0.39148672482005814,0.06558939892273226,0.968284171307296,0.8411113147112858,0.8858697303362978,,63.93000030517578,454891786.0,29081232017.801956,37411232017.801956,18998000000.0,8330000000.0,20979000000.0,2649000000.0,1519000000.0,1376000000.0,3244000000.0,1909000000.0,2029086788.066641,0.23401782254939946,0.10680528413867992,14.122775393658722,27.188395361774678,0.0367803979121895,15.233751711787301,0.7957045573598743,2.5641183723797782,15060000000.0,1908000000.0,0.8931466470154753,,,,,"['rev_cagr5 gate', 'fcf_cagr5 gate']",False,0.9,sector,Health Care,50.0,50.0,33.33333333333333,37.5,25.0,28.57142857142857,14.285714285714292,87.5,37.5,0.9999999999999999,34.955357142857146,"{'profitability': 44.4, 'consistency': 31.2, 'accounting': 28.6, 'balance': 14.3}",,False,-0.2203645047421805,33.89117804625299,,,False,"{""floor"": false, ""depressed_arms"": {""self_pct"": false, ""self_z"": false, ""median_ratio"": false}, ""yield_arm"": false, ""residual_arm"": false, ""brakes"": {""gm"": false, ""fcf_margin"": false, ""roic"": false}, ""self_pct"": null, ""self_z"": null, ""median_ratio"": null, ""fcf_yield"": 0.0367803979121895, ""yield_threshold"": 0.0483, ""gs10"": 0.0483, ""residual_pct"": null, ""brake_values"": {""gm"": 0.968284171307296, ""fcf_margin"": 0.8411113147112858, ""roic"": 0.8858697303362978}}",False,"{""floor"": false, ""mom_sector_pct"": 37.5, ""eps_rev_proxy"": null}"
TYL,860731,Tyler Technologies,Information Technology,Application Software,Software and Services,6.220396988364135,275503224.4731239,-0.3969797234127096,-0.3699094010839703,-0.38224551008184904,5.0,10.0,0.44257870946283956,0.1694487536317592,0.0671333835728164,0.15870784367787483,0.139115892484327,0.4720526395289541,0.22971596402290528,1.0665959058488992,1.3556662949679579,1.5633371200422344,,336.6700134277344,40952274.0,13787402637.476257,13461640637.476257,2711469000.0,-325762000.0,2429657000.0,367814000.0,714266000.0,558131000.0,511990000.0,324616000.0,284574394.19593483,0.22630896541204287,0.10495211053341744,36.59904364019928,24.119141630685732,0.04146084530337281,42.47296078282111,2.2003413263671536,-0.6362663333268228,2754742000.0,780414000.0,1.303778874108463,2.6923076923076925,-1.8416839367616984,0.38350319086713164,260.0,[],True,1.0,sector,Information Technology,18.181818181818183,9.090909090909092,20.0,27.27272727272727,62.5,91.66666666666666,81.81818181818181,16.666666666666657,8.333333333333332,0.9999999999999999,44.827651515151516,"{'profitability': 15.8, 'consistency': 44.9, 'accounting': 91.7, 'balance': 81.8}",49.202959473364785,False,-0.30526424060145363,32.729277848771375,,47.01530549425815,False,"{""floor"": false, ""depressed_arms"": {""self_pct"": true, ""self_z"": true, ""median_ratio"": true}, ""yield_arm"": false, ""residual_arm"": false, ""brakes"": {""gm"": true, ""fcf_margin"": true, ""roic"": true}, ""self_pct"": 2.6923076923076925, ""self_z"": -1.8416839367616984, ""median_ratio"": 0.38350319086713164, ""fcf_yield"": 0.04146084530337281, ""yield_threshold"": 0.0483, ""gs10"": 0.0483, ""residual_pct"": null, ""brake_values"": {""gm"": 1.0665959058488992, ""fcf_margin"": 1.3556662949679579, ""roic"": 1.5633371200422344}}",False,"{""floor"": false, ""mom_sector_pct"": 8.333333333333332, ""eps_rev_proxy"": null}"
PODD,1145197,Insulet Corporation,Health Care,Health Care Equipment,Health Care Equipment and Services,3.4934976043805612,237410853.1763646,-0.5806074174912386,-0.6033663905255535,-0.6139036597074838,4.0,3.0,0.6798617974467656,0.002716455016479327,0.11991614217069668,0.2452622671955278,,0.7107486736097465,0.07067531276609682,1.0454311100858693,26.01747952288783,1.6272030894713552,,131.9600067138672,69354199.0,9151980565.674881,9734780565.674881,2005000000.0,582800000.0,3053400000.0,515700000.0,293700000.0,215800000.0,615000000.0,375300000.0,391231473.620376,0.24135839902971498,0.1951279170176439,18.876828709860153,45.11019724594477,0.02216793676489402,24.385772890154225,0.7825739408473221,0.9476422764227642,51600000.0,115100000.0,0.08314214463840398,,,,,"['mktcap<10B', 'fcf_cagr5 gate']",False,0.9,sector,Health Care,37.5,12.5,100.0,37.5,12.5,14.285714285714285,57.142857142857146,50.0,12.5,0.9999999999999999,37.32142857142858,"{'profitability': 50.0, 'consistency': 25.0, 'accounting': 14.3, 'balance': 57.1}",,False,0.2860063773642585,33.88938866320333,,,False,"{""floor"": false, ""depressed_arms"": {""self_pct"": false, ""self_z"": false, ""median_ratio"": false}, ""yield_arm"": false, ""residual_arm"": false, ""brakes"": {""gm"": true, ""fcf_margin"": true, ""roic"": true}, ""self_pct"": null, ""self_z"": null, ""median_ratio"": null, ""fcf_yield"": 0.02216793676489402, ""yield_threshold"": 0.0483, ""gs10"": 0.0483, ""residual_pct"": null, ""brake_values"": {""gm"": 1.0454311100858693, ""fcf_margin"": 26.01747952288783, ""roic"": 1.6272030894713552}}",False,"{""floor"": false, ""mom_sector_pct"": 12.5, ""eps_rev_proxy"": null}"
SW,2005951,Smurfit Westrock,Materials,Paper & Plastic Packaging Products & Materials,Materials,2.1765913757700206,228891429.249026,0.14550238801009452,-0.13688004979797186,0.00525105803278425,0.0,4.0,0.22182461030700198,0.025978773487826887,,,,0.17933984549575432,0.028730128327906532,0.8084758731123234,1.1059078035908383,,,43.220001220703125,524522908.0,22669880724.046753,36884880724.04675,32251000000.0,14215000000.0,31326000000.0,1477000000.0,1015000000.0,900000000.0,4217000000.0,497000000.0,1009181189.4882435,0.31673582295988933,0.03129146970600116,24.972837321629488,40.98320080449639,0.024400241571426673,45.61344210069769,2.0422535211267605,3.3651885226464313,7175000000.0,1021000000.0,0.2541316548324083,,,,,"['rev_cagr5 gate', 'fcf_cagr5 gate']",False,0.8,market,MARKET,,11.76470588235294,22.22222222222222,6.25,8.333333333333332,100.0,11.111111111111114,11.111111111111114,100.0,0.9999999999999999,30.58108660130719,"{'profitability': 17.0, 'consistency': 7.3, 'accounting': 100.0, 'balance': 11.1}",,False,,,,,False,"{""floor"": false, ""depressed_arms"": {""self_pct"": false, ""self_z"": false, ""median_ratio"": false}, ""yield_arm"": false, ""residual_arm"": false, ""brakes"": {""gm"": false, ""fcf_margin"": true, ""roic"": false}, ""self_pct"": null, ""self_z"": null, ""median_ratio"": null, ""fcf_yield"": 0.024400241571426673, ""yield_threshold"": 0.0483, ""gs10"": 0.0483, ""residual_pct"": null, ""brake_values"": {""gm"": 0.8084758731123234, ""fcf_margin"": 1.1059078035908383, ""roic"": null}}",False,"{""floor"": false, ""mom_sector_pct"": 100.0, ""eps_rev_proxy"": null}"
DECK,910521,Deckers Brands,Consumer Discretionary,Footwear,Consumer Durables and Apparel,2.4832306639288158,227774766.74461317,-0.214430410650712,-0.31900453211876745,-0.3141772435184269,,10.0,0.5451392780020936,0.1473557935506418,,0.1653985803329907,0.14238355335082042,0.5780379857105354,0.1937606302113025,1.0603491787071624,1.3149169472234747,,,81.2699966430664,136414227.0,11086383770.356499,9935650770.356499,1150949000.0,-1150733000.0,5527289000.0,1252917000.0,1117808000.0,1070971000.0,1326979000.0,1014840000.0,,,,7.930015132970898,9.277236050608746,0.10779072501172188,10.92426763859968,1.1014622994757794,-0.8714342879578351,13990000.0,15699000.0,0.02579523506254404,56.15384615384615,0.2960400061629499,1.5586170241831265,260.0,[],True,0.8,market,MARKET,,88.23529411764706,77.77777777777779,,66.66666666666666,33.33333333333333,94.44444444444444,88.88888888888889,28.57142857142857,0.9999999999999999,70.13071895424838,"{'profitability': 83.0, 'consistency': 66.7, 'accounting': 33.3, 'balance': 94.4}",74.31372549019608,True,,,,72.22222222222223,False,"{""floor"": true, ""depressed_arms"": {""self_pct"": false, ""self_z"": false, ""median_ratio"": false}, ""yield_arm"": true, ""residual_arm"": false, ""brakes"": {""gm"": true, ""fcf_margin"": true, ""roic"": false}, ""self_pct"": 56.15384615384615, ""self_z"": 0.2960400061629499, ""median_ratio"": 1.5586170241831265, ""fcf_yield"": 0.10779072501172188, ""yield_threshold"": 0.0483, ""gs10"": 0.0483, ""residual_pct"": null, ""brake_values"": {""gm"": 1.0603491787071624, ""fcf_margin"": 1.3149169472234747, ""roic"": null}}",False,"{""floor"": true, ""mom_sector_pct"": 28.57142857142857, ""eps_rev_proxy"": null}"
CRL,1100682,Charles River Laboratories,Health Care,Life Sciences Tools & Services,Pharmaceuticals Biotechnology and Life Sciences,5.327857631759069,215267485.32564417,0.8317089993521827,-0.05735286607188461,0.8200013792691849,3.0,10.0,,0.09496074369946848,0.07064427351154012,0.06549616324686203,0.0641150832577817,,0.07190420974111694,,0.7571993114194556,0.2182226519264275,,278.260009765625,47738872.0,13283818988.919922,15220602988.919922,4776420000.0,1936784000.0,3998987000.0,90144000.0,370605000.0,287544000.0,388026000.0,-238458000.0,73634153.8625793,0.18314969534767375,0.015416180709104162,168.84765474041447,52.93312671771945,0.018891761397976294,,,4.97500167514548,3076851000.0,253174000.0,0.6971801056021036,75.76923076923077,0.8364742168133019,1.3074225478183128,260.0,[],True,0.8,sector,Health Care,12.5,62.5,,12.5,75.0,,0.0,0.0,100.0,0.7999999999999999,34.765625,"{'profitability': 37.5, 'consistency': 43.8, 'accounting': None, 'balance': 0.0}",13.902822537039949,False,0.45110102603977964,33.71451075147432,,24.334223768519976,False,"{""floor"": false, ""depressed_arms"": {""self_pct"": false, ""self_z"": false, ""median_ratio"": false}, ""yield_arm"": false, ""residual_arm"": false, ""brakes"": {""gm"": false, ""fcf_margin"": false, ""roic"": false}, ""self_pct"": 75.76923076923077, ""self_z"": 0.8364742168133019, ""median_ratio"": 1.3074225478183128, ""fcf_yield"": 0.018891761397976294, ""yield_threshold"": 0.0483, ""gs10"": 0.0483, ""residual_pct"": null, ""brake_values"": {""gm"": null, ""fcf_margin"": 0.7571993114194556, ""roic"": 0.2182226519264275}}",False,"{""floor"": false, ""mom_sector_pct"": 100.0, ""eps_rev_proxy"": null}"
LDOS,1336920,Leidos,Industrials,Diversified Support Services,Commercial and Professional Services,7.091033538672143,187364954.8091292,-0.20950284614576953,-0.34639604396723656,-0.2917787496951576,8.0,10.0,,0.06787180373843497,0.17179116565275226,0.07000095748778401,0.07140978486624738,,0.11736928941230017,,1.729279066526935,1.4192149774830598,,128.86000061035156,125492209.0,16170926128.334366,17364926128.334366,6478000000.0,1194000000.0,17577000000.0,2030000000.0,2163000000.0,2063000000.0,2332000000.0,1376000000.0,1579392080.3123257,0.22197434467373117,0.24380859529365942,8.554150802135156,8.417317560995814,0.11880269370301559,11.752126546754626,1.5719476744186047,0.4897084048027444,7663000000.0,947000000.0,1.3291139240506329,0.7692307692307693,-2.9251986207766136,0.42840808135663894,260.0,[],True,0.9,market,MARKET,86.66666666666667,35.294117647058826,,75.0,66.66666666666666,83.33333333333334,83.33333333333334,83.33333333333334,16.666666666666664,0.9999999999999999,70.14950980392159,"{'profitability': 61.0, 'consistency': 70.8, 'accounting': 83.3, 'balance': 83.3}",90.29411764705883,True,-0.9572619047980964,22.58993719630469,25.0,80.22181372549021,False,"{""floor"": true, ""depressed_arms"": {""self_pct"": true, ""self_z"": true, ""median_ratio"": true}, ""yield_arm"": true, ""residual_arm"": false, ""brakes"": {""gm"": false, ""fcf_margin"": true, ""roic"": true}, ""self_pct"": 0.7692307692307693, ""self_z"": -2.9251986207766136, ""median_ratio"": 0.42840808135663894, ""fcf_yield"": 0.11880269370301559, ""yield_threshold"": 0.0483, ""gs10"": 0.0483, ""residual_pct"": 25.0, ""brake_values"": {""gm"": null, ""fcf_margin"": 1.729279066526935, ""roic"": 1.4192149774830598}}",False,"{""floor"": true, ""mom_sector_pct"": 16.666666666666664, ""eps_rev_proxy"": null}"
WYNN,1174922,Wynn Resorts,Consumer Discretionary,Casinos & Gaming,Consumer Services,17.82340862422998,145265253.37209544,-0.14787933817850718,-0.316544223488756,-0.2711305926947021,2.0,4.0,,,0.04537821734209471,0.03629135635884517,,,,,,2.166672817002169,,87.69999694824219,102973891.0,9030809926.448624,19178828926.448624,9978568000.0,10148019000.0,,1165387000.0,791874000.0,705544000.0,1750987000.0,448885000.0,981090311.1093489,0.1581420497145164,0.09831974999913304,16.45704725249949,27.18303738172052,0.036787647603812625,20.11831521759164,1.764091025541063,6.216628107461677,18463000.0,224242000.0,0.024322628256880145,36.64596273291926,-0.15487109809736088,0.9059664509052462,161.0,"['mktcap<10B', 'fcf_cagr5 gate']",False,0.8,market,MARKET,13.333333333333334,,,25.0,8.333333333333332,88.88888888888889,0.0,50.0,57.14285714285714,0.9999999999999999,27.944444444444446,"{'profitability': 13.3, 'consistency': 16.7, 'accounting': 88.9, 'balance': 0.0}",48.38923545761438,False,0.19752803329593283,22.310671794425716,,38.16683995102942,False,"{""floor"": false, ""depressed_arms"": {""self_pct"": false, ""self_z"": false, ""median_ratio"": false}, ""yield_arm"": false, ""residual_arm"": false, ""brakes"": {""gm"": false, ""fcf_margin"": false, ""roic"": true}, ""self_pct"": 36.64596273291926, ""self_z"": -0.15487109809736088, ""median_ratio"": 0.9059664509052462, ""fcf_yield"": 0.036787647603812625, ""yield_threshold"": 0.0483, ""gs10"": 0.0483, ""residual_pct"": null, ""brake_values"": {""gm"": null, ""fcf_margin"": null, ""roic"": 2.166672817002169}}",False,"{""floor"": false, ""mom_sector_pct"": 57.14285714285714, ""eps_rev_proxy"": null}"
NDSN,72331,Nordson Corporation,Industrials,Industrial Machinery & Supplies & Components,Capital Goods,4.569472963723477,115836915.41224273,0.39636862503437853,-0.050642868415604836,0.4266481044382171,10.0,10.0,,0.1999210543180704,0.1401872631263255,0.056479601334163076,0.07907001567409888,,0.2351879911201945,,1.1764043158056536,0.9835044012205103,,314.4700012207031,55699366.0,17515779694.01239,19028267694.01239,4781547000.0,1512488000.0,2979795000.0,800961000.0,724013000.0,700812000.0,877217000.0,555178000.0,659254789.8380016,0.17692023726748038,0.1378747902797989,23.75679676540105,27.151743540368017,0.03683004734164655,31.549844723696527,1.3041096729337258,1.7241891117021215,3315820000.0,626343000.0,0.8244534666291056,32.30769230769231,-0.3903862706080163,0.9660769294234246,260.0,[],True,0.9,market,MARKET,53.333333333333336,100.0,,93.75,66.66666666666666,61.111111111111114,44.44444444444444,22.222222222222214,83.33333333333334,0.9999999999999999,71.21875000000001,"{'profitability': 76.7, 'consistency': 80.2, 'accounting': 61.1, 'balance': 44.4}",41.24509263386651,True,0.18592448007154916,22.545078257697167,75.0,56.23192131693327,False,"{""floor"": true, ""depressed_arms"": {""self_pct"": false, ""self_z"": false, ""median_ratio"": false}, ""yield_arm"": false, ""residual_arm"": false, ""brakes"": {""gm"": false, ""fcf_margin"": true, ""roic"": true}, ""self_pct"": 32.30769230769231, ""self_z"": -0.3903862706080163, ""median_ratio"": 0.9660769294234246, ""fcf_yield"": 0.03683004734164655, ""yield_threshold"": 0.0483, ""gs10"": 0.0483, ""residual_pct"": 75.0, ""brake_values"": {""gm"": null, ""fcf_margin"": 1.1764043158056536, ""roic"": 0.9835044012205103}}",False,"{""floor"": true, ""mom_sector_pct"": 83.33333333333334, ""eps_rev_proxy"": null}"
INTC,50863,Intel,Information Technology,Semiconductors,Semiconductors and Semiconductor Equipment,49.69472963723477,10988830721.621632,3.2566445317589787,-0.23173372474667098,3.2749170584533447,6.0,6.0,0.41104004759759505,-0.18210652988854154,0.020488957897299417,-0.07457071162960704,,0.38604643007434425,0.0076798990040678914,0.939194203413193,-0.04217256244885002,-0.02302713611809512,,102.94000244140625,5044000000.0,519229372314.4531,576635372314.4531,144948000000.0,57406000000.0,57032000000.0,-77000000.0,2831000000.0,438000000.0,12302000000.0,-11289000000.0,-68386759.5455941,0.11186026564163509,-0.0004718020224190337,,1316.5191148731806,0.0007595787928201326,,,3.3982279304178182,20465000000.0,4840000000.0,0.17457984932527526,,,,,"['rev_cagr5 gate', 'fcf_cagr5 gate', 'coverage<80%']",False,0.7,,,,,,,,,,,,,,,,,,,,,,,,
ORCL,1341439,Oracle Corporation,Information Technology,Application Software,Software and Services,37.02943189596167,4384546509.999918,-0.47896645782321023,-0.5075719546184714,-0.47979725046668376,3.0,8.0,,-0.041602494487030794,,0.10721151086579872,,,-0.42307406802559494,,10.169439915615746,,,150.27999877929688,2880471000.0,432877178363.80005,452180178363.80005,61811000000.0,19303000000.0,67357000000.0,20606000000.0,-23686000000.0,-28497000000.0,29900000000.0,17087000000.0,16382149208.145761,0.20498159719762385,0.2650361458016496,21.944102609133264,,-0.06302133831499539,25.333714424053376,-1.3862000351144144,0.46157190635451506,62261000000.0,3244000000.0,1.059762825387067,,,,,"['fcf_cagr5 gate', 'coverage<80%']",False,0.7,,,,,,,,,,,,,,,,,,,,,,,,
GILD,882095,Gilead Sciences,Health Care,Biotechnology,Pharmaceuticals Biotechnology and Life Sciences,22.195756331279945,878597238.2716074,0.2393222022651802,-0.061258754696280615,0.28733295487619603,4.0,10.0,,0.30410705427176765,0.14002419136083763,0.03584723676709367,0.0469381568096201,,0.3951144236136192,,1.299260961110498,-0.4265272119533539,,143.72000122070312,1239955155.0,178206356390.21713,199561356390.21713,33184000000.0,21355000000.0,30457000000.0,-2497000000.0,12943000000.0,12034000000.0,274000000.0,-3240000000.0,-1981885461.7985902,0.2062933673213495,-0.05972412794716098,,16.583127504588425,0.06030225599624121,,,78.24452554744525,8314000000.0,14032000000.0,0.6733968177434908,66.53846153846153,0.49751128510537335,1.1290579275581156,260.0,['coverage<80%'],True,0.7,,,,,,,,,,,,,,,,,,,,,,,,
COP,1163165,ConocoPhillips,Energy,Oil & Gas Exploration & Production,Energy,69.52224503764545,794417502.1773376,0.4055008571940655,0.0,0.5328375358618749,,6.0,,,,0.3055795231251637,,,,,,,,137.35000610351562,1201337479.0,165003710073.03207,180108710073.03207,80454000000.0,15105000000.0,56312000000.0,,,,,9282000000.0,,0.3650294157887536,,,,,17.776741011962084,,,0.0,745000000.0,0.009259949784970294,,,,,"['fcf_cagr5 gate', 'coverage<80%']",False,0.1,,,,,,,,,,,,,,,,,,,,,,,,
ADP,8670,Automatic Data Processing,Industrials,Human Resource & Employment Services,Commercial and Professional Services,45.44832306639288,598115345.9764714,-0.049077224554782806,-0.06685682651381697,-0.06545075830546809,,,,,,0.07901405164575914,,,,,,,,268.260009765625,397262737.0,106569705707.13892,107715005707.13892,7176500000.0,1145300000.0,21947400000.0,,,,,4413500000.0,,0.22979599671919446,,,,,24.146302414668384,,,3284400000.0,1653300000.0,0.6880373441092454,,,,,"['fcf_cagr5 gate', 'coverage<80%']",False,0.0,,,,,,,,,,,,,,,,,,,,,,,,
MO,764180,Altria,Consumer Staples,Tobacco,Food Beverage and Tobacco,69.52224503764545,573948889.6428049,0.0526099628206802,-0.0704756204293413,0.10516045877616942,10.0,10.0,0.5823659762021322,,0.43472117482102046,-0.023013503096606436,0.02161112490938999,0.6296201560301828,,1.081141724893024,,0.9899827182641115,,68.9800033569336,1669743926.0,115178941620.69948,137438941620.69948,19592000000.0,22260000000.0,23457000000.0,10973000000.0,9112000000.0,,11209000000.0,7973000000.0,8431739494.988435,0.23159213569776407,0.4303664503362819,12.525192893529525,,,14.446123368957666,1.1428571428571428,1.9814434829155143,5787000000.0,11089000000.0,0.8613719885667619,,,,,"['rev_cagr5 gate', 'coverage<80%']",False,0.7,,,,,,,,,,,,,,,,,,,,,,,,
